"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2020,16124207,5749,7,2020,"I",18-SEP-20,"Y","F","C","2020_07_IN0250000_NIBRS",82653035,0
2020,16125094,5749,8,2020,"I",18-SEP-20,"Y","F","C","2020_08_IN0250000_NIBRS",87889606,0
2020,16815498,5749,9,2020,"I",18-NOV-20,"Y","F","C","2020_09_IN0250000_NIBRS",91877982,0
2020,17167734,5749,10,2020,"I",28-DEC-20,"Y","F","C","2020_10_IN0250000_NIBRS",91874396,0
2020,17300902,5749,11,2020,"I",15-JAN-21,"Y","F","C","2020_11_IN0250000_NIBRS",91877993,0
2020,17306301,5749,12,2020,"I",15-JAN-21,"Y","F","C","2020_12_IN0250000_NIBRS",94888593,0
2020,9143833,5809,1,2020,"I",,"Y","G","C","2020_01_IN0450100_NIBRS",91884239,0
2020,9143850,5809,2,2020,"I",,"Y","G","C","2020_02_IN0450100_NIBRS",78696738,0
2020,9143867,5809,3,2020,"I",,"Y","G","C","2020_03_IN0450100_NIBRS",87905078,0
2020,9143884,5809,4,2020,"I",,"Y","G","C","2020_04_IN0450100_NIBRS",78696763,0
2020,9143901,5809,5,2020,"I",,"Y","G","C","2020_05_IN0450100_NIBRS",78693744,0
2020,9143918,5809,6,2020,"I",,"Y","G","C","2020_06_IN0450100_NIBRS",82664366,0
2020,9143935,5809,7,2020,"I",,"Y","G","C","2020_07_IN0450100_NIBRS",91887740,0
2020,9143952,5809,8,2020,"I",,"Y","G","C","2020_08_IN0450100_NIBRS",91883961,0
2020,9143969,5809,9,2020,"I",,"Y","G","C","2020_09_IN0450100_NIBRS",87904870,0
2020,9143986,5809,10,2020,"I",,"Y","G","C","2020_10_IN0450100_NIBRS",91887822,0
2020,9144003,5809,11,2020,"I",,"Y","G","C","2020_11_IN0450100_NIBRS",91887675,0
2020,9144020,5809,12,2020,"I",,"Y","G","C","2020_12_IN0450100_NIBRS",95289961,0
2020,8523192,5896,1,2020,"I",,"Y","G","C","2020_01_IN0660000_NIBRS",73442942,0
2020,8526716,5896,2,2020,"I",,"Y","G","C","2020_02_IN0660000_NIBRS",73442973,0
2020,8543835,5896,3,2020,"I",,"Y","G","C","2020_03_IN0660000_NIBRS",73442987,0
2020,8482165,5896,4,2020,"U",,"Y","G","C","2020_04_IN0660000_NIBRS",,0
2020,8492392,5896,5,2020,"U",,"Y","G","C","2020_05_IN0660000_NIBRS",,0
2020,8538609,5896,6,2020,"U",,"Y","G","C","2020_06_IN0660000_NIBRS",,0
2020,8564585,5896,7,2020,"U",,"Y","G","C","2020_07_IN0660000_NIBRS",,0
2020,8504546,5896,8,2020,"U",,"Y","G","C","2020_08_IN0660000_NIBRS",,0
2020,8556888,5896,9,2020,"U",,"Y","G","C","2020_09_IN0660000_NIBRS",,0
2020,8510555,5896,10,2020,"U",,"Y","G","C","2020_10_IN0660000_NIBRS",,0
2020,8507089,5896,11,2020,"U",,"Y","G","C","2020_11_IN0660000_NIBRS",,0
2020,8503599,5896,12,2020,"U",,"Y","G","C","2020_12_IN0660000_NIBRS",,0
2020,17306326,5847,1,2020,"I",15-JAN-21,"Y","F","C","2020_01_IN0490300_NIBRS",95301777,0
2020,13856724,5847,2,2020,"I",15-MAY-20,"Y","F","C","2020_02_IN0490300_NIBRS",91890535,0
2020,13856723,5847,3,2020,"I",15-MAY-20,"Y","F","C","2020_03_IN0490300_NIBRS",78697830,0
2020,15555594,5847,4,2020,"I",03-AUG-20,"Y","F","C","2020_04_IN0490300_NIBRS",91890652,0
2020,17306327,5847,5,2020,"I",15-JAN-21,"Y","F","C","2020_05_IN0490300_NIBRS",91890575,0
2020,17306328,5847,6,2020,"I",15-JAN-21,"Y","F","C","2020_06_IN0490300_NIBRS",91892016,0
2020,17300928,5847,7,2020,"I",15-JAN-21,"Y","F","C","2020_07_IN0490300_NIBRS",91892115,0
2020,17300929,5847,9,2020,"I",15-JAN-21,"Y","F","C","2020_09_IN0490300_NIBRS",95296610,0
2020,17306329,5847,11,2020,"I",15-JAN-21,"Y","F","C","2020_11_IN0490300_NIBRS",91892133,0
2020,17306331,5847,12,2020,"I",15-JAN-21,"Y","F","C","2020_12_IN0490300_NIBRS",95297860,0
2020,16125106,5837,8,2020,"I",18-SEP-20,"Y","F","C","2020_08_IN0470100_NIBRS",90563911,0
2020,17166629,5837,9,2020,"I",28-DEC-20,"Y","F","C","2020_09_IN0470100_NIBRS",90568647,0
2020,17166630,5837,10,2020,"I",28-DEC-20,"Y","F","C","2020_10_IN0470100_NIBRS",94893638,0
2020,17519590,5837,11,2020,"I",28-JAN-21,"Y","F","C","2020_11_IN0470100_NIBRS",94893770,0
2020,17519591,5837,12,2020,"I",28-JAN-21,"Y","F","C","2020_12_IN0470100_NIBRS",97014735,0
2020,10241068,5717,1,2020,"I",,"Y","G","C","2020_01_IN0140100_NIBRS",87888472,0
2020,10241122,5717,2,2020,"I",,"Y","G","C","2020_02_IN0140100_NIBRS",90551765,0
2020,10241176,5717,3,2020,"I",,"Y","G","C","2020_03_IN0140100_NIBRS",97008438,0
2020,10241230,5717,4,2020,"I",,"Y","G","C","2020_04_IN0140100_NIBRS",94887943,0
2020,10241284,5717,5,2020,"I",,"Y","G","C","2020_05_IN0140100_NIBRS",97012147,0
2020,10241338,5717,6,2020,"I",,"Y","G","C","2020_06_IN0140100_NIBRS",97012169,0
2020,10241392,5717,7,2020,"I",,"Y","G","C","2020_07_IN0140100_NIBRS",94882875,0
2020,10241446,5717,8,2020,"I",,"Y","G","C","2020_08_IN0140100_NIBRS",94887966,0
2020,10241500,5717,9,2020,"I",,"Y","G","C","2020_09_IN0140100_NIBRS",97008543,0
2020,10241554,5717,10,2020,"I",,"Y","G","C","2020_10_IN0140100_NIBRS",97012234,0
2020,10241608,5717,11,2020,"I",,"Y","G","C","2020_11_IN0140100_NIBRS",97012248,0
2020,10241662,5717,12,2020,"I",,"Y","G","C","2020_12_IN0140100_NIBRS",97008653,0
